2024;2025;AGRUPAMENTO_NATUREZA2;NATUREZA2;AREA;DEPARTAMENTO;SECCIONAL;DP;REGIAO;MUNICIPIO;MES
12;16;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Bauru;DM - Pirajui;Bauru;Pirajuí;1
4;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Bauru;DM - Pirajui;Bauru;Pirajuí;1
15;12;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Bauru;DM - Pirajui;Bauru;Pirajuí;1
1;;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 4;SEC Bauru;DM - Pirajui;Bauru;Pirajuí;1
1;;ESTUPRO TOTAL;ESTUPRO;Interior;DEINTER 4;SEC Bauru;DM - Piratininga;Bauru;Piratininga;1
1;1;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 4;SEC Bauru;DM - Piratininga;Bauru;Piratininga;1
13;6;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Bauru;DM - Piratininga;Bauru;Piratininga;1
;3;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 4;SEC Bauru;DM - Piratininga;Bauru;Piratininga;1
;2;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Bauru;DM - Piratininga;Bauru;Piratininga;1
4;6;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Bauru;DM - Piratininga;Bauru;Piratininga;1
;1;ESTUPRO TOTAL;ESTUPRO;Interior;DEINTER 4;SEC Bauru;DM - Presidente Alves;Bauru;Presidente Alves;1
1;1;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 4;SEC Bauru;DM - Presidente Alves;Bauru;Presidente Alves;1
1;2;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Bauru;DM - Presidente Alves;Bauru;Presidente Alves;1
1;;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 4;SEC Bauru;DM - Presidente Alves;Bauru;Presidente Alves;1
;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Bauru;DM - Presidente Alves;Bauru;Presidente Alves;1
;1;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Bauru;DM - Presidente Alves;Bauru;Presidente Alves;1
1;;ESTUPRO TOTAL;ESTUPRO;Interior;DEINTER 4;SEC Bauru;DM - Reginópolis;Bauru;Reginópolis;1
1;;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 4;SEC Bauru;DM - Reginópolis;Bauru;Reginópolis;1
1;1;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Bauru;DM - Reginópolis;Bauru;Reginópolis;1
;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Bauru;DM - Reginópolis;Bauru;Reginópolis;1
3;3;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Bauru;DM - Reginópolis;Bauru;Reginópolis;1
;1;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 4;SEC Bauru;DM - Reginópolis;Bauru;Reginópolis;1
3;5;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Bauru;DM - Ubirajara;Bauru;Ubirajara;1
4;3;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Bauru;DM - Ubirajara;Bauru;Ubirajara;1
;1;ESTUPRO TOTAL;ESTUPRO;Interior;DEINTER 4;SEC Jaú;DM - Bariri;Bauru;Bariri;1
;1;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 4;SEC Jaú;DM - Bariri;Bauru;Bariri;1
25;20;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Jaú;DM - Bariri;Bauru;Bariri;1
;2;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 4;SEC Jaú;DM - Bariri;Bauru;Bariri;1
1;;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Interior;DEINTER 4;SEC Jaú;DM - Bariri;Bauru;Bariri;1
6;10;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Jaú;DM - Bariri;Bauru;Bariri;1
11;19;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Jaú;DM - Bariri;Bauru;Bariri;1
1;;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Interior;DEINTER 4;SEC Jaú;DM - Bariri;Bauru;Bariri;1
2;2;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 4;SEC Jaú;DM - Bariri;Bauru;Bariri;1
1;;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 4;SEC Jaú;DM - Bariri;Bauru;Bariri;1
;1;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 4;SEC Jaú;DM - Barra Bonita;Bauru;Barra Bonita;1
30;34;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Jaú;DM - Barra Bonita;Bauru;Barra Bonita;1
5;5;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 4;SEC Jaú;DM - Barra Bonita;Bauru;Barra Bonita;1
3;7;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Jaú;DM - Barra Bonita;Bauru;Barra Bonita;1
6;7;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Jaú;DM - Barra Bonita;Bauru;Barra Bonita;1
2;2;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 4;SEC Jaú;DM - Barra Bonita;Bauru;Barra Bonita;1
;1;ESTUPRO TOTAL;ESTUPRO;Interior;DEINTER 4;SEC Jaú;DM - Bocaina;Bauru;Bocaina;1
7;18;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Jaú;DM - Bocaina;Bauru;Bocaina;1
2;1;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 4;SEC Jaú;DM - Bocaina;Bauru;Bocaina;1
5;4;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Jaú;DM - Bocaina;Bauru;Bocaina;1
1;1;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Jaú;DM - Boracéia;Bauru;Boracéia;1
;1;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 4;SEC Jaú;DM - Boracéia;Bauru;Boracéia;1
1;;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Jaú;DM - Boracéia;Bauru;Boracéia;1
;6;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Jaú;DM - Boracéia;Bauru;Boracéia;1
;2;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 4;SEC Jaú;DM - Dois Córregos;Bauru;Dois Córregos;1
27;27;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Jaú;DM - Dois Córregos;Bauru;Dois Córregos;1
;1;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 4;SEC Jaú;DM - Dois Córregos;Bauru;Dois Córregos;1
3;2;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Jaú;DM - Dois Córregos;Bauru;Dois Córregos;1
10;6;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Jaú;DM - Dois Córregos;Bauru;Dois Córregos;1
;1;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 4;SEC Jaú;DM - Dois Córregos;Bauru;Dois Córregos;1
23;12;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Jaú;DM - Igaraçu do Tietê;Bauru;Igaraçu do Tietê;1
3;3;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Jaú;DM - Igaraçu do Tietê;Bauru;Igaraçu do Tietê;1
4;3;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Jaú;DM - Igaraçu do Tietê;Bauru;Igaraçu do Tietê;1
2;1;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 4;SEC Jaú;DM - Igaraçu do Tietê;Bauru;Igaraçu do Tietê;1
1;;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 4;SEC Jaú;DM - Igaraçu do Tietê;Bauru;Igaraçu do Tietê;1
1;;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 4;SEC Jaú;DM - Igaraçu do Tietê;Bauru;Igaraçu do Tietê;1
;1;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Jaú;DM - Itajú;Bauru;Itaju;1
;1;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 4;SEC Jaú;DM - Itajú;Bauru;Itaju;1
3;;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Jaú;DM - Itajú;Bauru;Itaju;1
1;;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 4;SEC Jaú;DM - Itajú;Bauru;Itaju;1
1;;ESTUPRO TOTAL;ESTUPRO;Interior;DEINTER 4;SEC Jaú;DM - Itapuí;Bauru;Itapuí;1
9;13;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Jaú;DM - Itapuí;Bauru;Itapuí;1
;2;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 4;SEC Jaú;DM - Itapuí;Bauru;Itapuí;1
1;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Jaú;DM - Itapuí;Bauru;Itapuí;1
6;4;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Jaú;DM - Itapuí;Bauru;Itapuí;1
2;;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 4;SEC Jaú;001 DP - Jaú;Bauru;Jaú;1
33;60;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Jaú;001 DP - Jaú;Bauru;Jaú;1
3;1;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 4;SEC Jaú;001 DP - Jaú;Bauru;Jaú;1
3;6;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Jaú;001 DP - Jaú;Bauru;Jaú;1
8;7;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Jaú;001 DP - Jaú;Bauru;Jaú;1
4;2;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 4;SEC Jaú;001 DP - Jaú;Bauru;Jaú;1
1;;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 4;SEC Jaú;002 DP - Jaú;Bauru;Jaú;1
53;54;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Jaú;002 DP - Jaú;Bauru;Jaú;1
4;1;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 4;SEC Jaú;002 DP - Jaú;Bauru;Jaú;1
10;12;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Jaú;002 DP - Jaú;Bauru;Jaú;1
10;21;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Jaú;002 DP - Jaú;Bauru;Jaú;1
2;2;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 4;SEC Jaú;002 DP - Jaú;Bauru;Jaú;1
;1;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 4;SEC Jaú;002 DP - Jaú;Bauru;Jaú;1
1;;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 4;SEC Jaú;002 DP - Jaú;Bauru;Jaú;1
1;1;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 4;SEC Jaú;003 DP - Jaú;Bauru;Jaú;1
50;38;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Jaú;003 DP - Jaú;Bauru;Jaú;1
4;2;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 4;SEC Jaú;003 DP - Jaú;Bauru;Jaú;1
1;;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Interior;DEINTER 4;SEC Jaú;003 DP - Jaú;Bauru;Jaú;1
8;11;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Jaú;003 DP - Jaú;Bauru;Jaú;1
15;24;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Jaú;003 DP - Jaú;Bauru;Jaú;1
3;;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 4;SEC Jaú;003 DP - Jaú;Bauru;Jaú;1
8;5;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Jaú;004 DP - Jaú;Bauru;Jaú;1
;1;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 4;SEC Jaú;004 DP - Jaú;Bauru;Jaú;1
;1;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Interior;DEINTER 4;SEC Jaú;004 DP - Jaú;Bauru;Jaú;1
1;5;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Jaú;004 DP - Jaú;Bauru;Jaú;1
;1;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Interior;DEINTER 4;SEC Jaú;004 DP - Jaú;Bauru;Jaú;1
;1;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 4;SEC Jaú;004 DP - Jaú;Bauru;Jaú;1
;1;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 4;SEC Jaú;DM - Mineiros do Tietê;Bauru;Mineiros do Tietê;1
7;5;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Jaú;DM - Mineiros do Tietê;Bauru;Mineiros do Tietê;1
2;1;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 4;SEC Jaú;DM - Mineiros do Tietê;Bauru;Mineiros do Tietê;1
1;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Jaú;DM - Mineiros do Tietê;Bauru;Mineiros do Tietê;1
2;5;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Jaú;DM - Mineiros do Tietê;Bauru;Mineiros do Tietê;1
1;;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 4;SEC Jaú;DM - Mineiros do Tietê;Bauru;Mineiros do Tietê;1
;1;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 4;SEC Jaú;DM - Mineiros do Tietê;Bauru;Mineiros do Tietê;1
4;1;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 4;SEC Lins;DM - Cafelândia;Bauru;Cafelândia;1
16;13;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Lins;DM - Cafelândia;Bauru;Cafelândia;1
1;;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Interior;DEINTER 4;SEC Lins;DM - Cafelândia;Bauru;Cafelândia;1
1;;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Lins;DM - Cafelândia;Bauru;Cafelândia;1
3;2;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Lins;DM - Cafelândia;Bauru;Cafelândia;1
1;;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Interior;DEINTER 4;SEC Lins;DM - Cafelândia;Bauru;Cafelândia;1
1;1;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 4;SEC Lins;DM - Cafelândia;Bauru;Cafelândia;1
1;6;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Lins;DM - Getulina;Bauru;Getulina;1
2;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Lins;DM - Getulina;Bauru;Getulina;1
5;4;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Lins;DM - Getulina;Bauru;Getulina;1
22;8;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Lins;DM - Guaiçara;Bauru;Guaiçara;1
;1;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 4;SEC Lins;DM - Guaiçara;Bauru;Guaiçara;1
1;2;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Lins;DM - Guaiçara;Bauru;Guaiçara;1
5;6;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Lins;DM - Guaiçara;Bauru;Guaiçara;1
;1;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 4;SEC Lins;DM - Guaiçara;Bauru;Guaiçara;1
1;;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 4;SEC Lins;DM - Guaimbe;Bauru;Guaimbê;1
8;8;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Lins;DM - Guaimbe;Bauru;Guaimbê;1
1;;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Interior;DEINTER 4;SEC Lins;DM - Guaimbe;Bauru;Guaimbê;1
1;;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Lins;DM - Guaimbe;Bauru;Guaimbê;1
7;4;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Lins;DM - Guaimbe;Bauru;Guaimbê;1
3;5;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Lins;DM - Guarantã;Bauru;Guarantã;1
;1;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 4;SEC Lins;DM - Guarantã;Bauru;Guarantã;1
;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Lins;DM - Guarantã;Bauru;Guarantã;1
6;6;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Lins;DM - Guarantã;Bauru;Guarantã;1
;1;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 4;SEC Lins;DM - Guarantã;Bauru;Guarantã;1
;1;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 4;SEC Lins;DM - Guarantã;Bauru;Guarantã;1
;3;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 4;SEC Lins;001 DP - Lins;Bauru;Lins;1
51;23;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Lins;001 DP - Lins;Bauru;Lins;1
;2;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 4;SEC Lins;001 DP - Lins;Bauru;Lins;1
;1;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Interior;DEINTER 4;SEC Lins;001 DP - Lins;Bauru;Lins;1
1;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Interior;DEINTER 4;SEC Lins;001 DP - Lins;Bauru;Lins;1
5;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Lins;001 DP - Lins;Bauru;Lins;1
12;7;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Lins;001 DP - Lins;Bauru;Lins;1
;1;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Interior;DEINTER 4;SEC Lins;001 DP - Lins;Bauru;Lins;1
5;;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 4;SEC Lins;001 DP - Lins;Bauru;Lins;1
;1;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 4;SEC Lins;001 DP - Lins;Bauru;Lins;1
1;1;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 4;SEC Lins;002 DP - Lins;Bauru;Lins;1
54;47;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Lins;002 DP - Lins;Bauru;Lins;1
1;;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 4;SEC Lins;002 DP - Lins;Bauru;Lins;1
11;11;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Lins;002 DP - Lins;Bauru;Lins;1
10;16;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Lins;002 DP - Lins;Bauru;Lins;1
;1;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 4;SEC Lins;002 DP - Lins;Bauru;Lins;1
1;;ESTUPRO TOTAL;ESTUPRO;Interior;DEINTER 4;SEC Lins;003 DP - Lins;Bauru;Lins;1
1;2;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 4;SEC Lins;003 DP - Lins;Bauru;Lins;1
31;38;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Lins;003 DP - Lins;Bauru;Lins;1
4;4;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 4;SEC Lins;003 DP - Lins;Bauru;Lins;1
5;11;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Lins;003 DP - Lins;Bauru;Lins;1
15;15;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Lins;003 DP - Lins;Bauru;Lins;1
1;;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 4;SEC Lins;003 DP - Lins;Bauru;Lins;1
1;;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 4;SEC Lins;DM - Pongaí;Bauru;Pongaí;1
;2;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Lins;DM - Pongaí;Bauru;Pongaí;1
2;;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Lins;DM - Pongaí;Bauru;Pongaí;1
;1;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 4;SEC Lins;DM - Pongaí;Bauru;Pongaí;1
2;;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 4;SEC Lins;DM - Promissão;Bauru;Promissão;1
25;17;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Lins;DM - Promissão;Bauru;Promissão;1
2;;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 4;SEC Lins;DM - Promissão;Bauru;Promissão;1
;1;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Interior;DEINTER 4;SEC Lins;DM - Promissão;Bauru;Promissão;1
1;2;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Lins;DM - Promissão;Bauru;Promissão;1
5;9;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Lins;DM - Promissão;Bauru;Promissão;1
;1;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Interior;DEINTER 4;SEC Lins;DM - Promissão;Bauru;Promissão;1
1;2;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 4;SEC Lins;DM - Promissão;Bauru;Promissão;1
;2;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 4;SEC Lins;DM - Promissão;Bauru;Promissão;1
;1;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 4;SEC Lins;DM - Sabino;Bauru;Sabino;1
9;3;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 4;SEC Lins;DM - Sabino;Bauru;Sabino;1
;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 4;SEC Lins;DM - Sabino;Bauru;Sabino;1
1;4;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 4;SEC Lins;DM - Sabino;Bauru;Sabino;1
1;;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 4;SEC Lins;DM - Urú;Bauru;Uru;1
