2024;2025;AGRUPAMENTO_NATUREZA2;NATUREZA2;AREA;DEPARTAMENTO;SECCIONAL;DP;REGIAO;MUNICIPIO;MES
103;85;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 2;1ª Seccional Campinas;007 DP - Campinas;Campinas;Campinas;1
19;29;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 2;1ª Seccional Campinas;007 DP - Campinas;Campinas;Campinas;1
2;2;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Interior;DEINTER 2;1ª Seccional Campinas;007 DP - Campinas;Campinas;Campinas;1
;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Interior;DEINTER 2;1ª Seccional Campinas;007 DP - Campinas;Campinas;Campinas;1
7;10;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 2;1ª Seccional Campinas;007 DP - Campinas;Campinas;Campinas;1
16;24;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 2;1ª Seccional Campinas;007 DP - Campinas;Campinas;Campinas;1
2;2;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Interior;DEINTER 2;1ª Seccional Campinas;007 DP - Campinas;Campinas;Campinas;1
15;19;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 2;1ª Seccional Campinas;007 DP - Campinas;Campinas;Campinas;1
1;;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;1ª Seccional Campinas;007 DP - Campinas;Campinas;Campinas;1
3;3;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 2;1ª Seccional Campinas;007 DP - Campinas;Campinas;Campinas;1
;2;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 2;1ª Seccional Campinas;007 DP - Campinas;Campinas;Campinas;1
2;;ESTUPRO TOTAL;ESTUPRO;Interior;DEINTER 2;1ª Seccional Campinas;010 DP - Campinas;Campinas;Campinas;1
2;2;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 2;1ª Seccional Campinas;010 DP - Campinas;Campinas;Campinas;1
61;53;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 2;1ª Seccional Campinas;010 DP - Campinas;Campinas;Campinas;1
12;10;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 2;1ª Seccional Campinas;010 DP - Campinas;Campinas;Campinas;1
;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Interior;DEINTER 2;1ª Seccional Campinas;010 DP - Campinas;Campinas;Campinas;1
7;5;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 2;1ª Seccional Campinas;010 DP - Campinas;Campinas;Campinas;1
16;12;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 2;1ª Seccional Campinas;010 DP - Campinas;Campinas;Campinas;1
9;12;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 2;1ª Seccional Campinas;010 DP - Campinas;Campinas;Campinas;1
6;2;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 2;1ª Seccional Campinas;010 DP - Campinas;Campinas;Campinas;1
7;9;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 2;1ª Seccional Campinas;012 DP - Campinas;Campinas;Campinas;1
2;3;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 2;1ª Seccional Campinas;012 DP - Campinas;Campinas;Campinas;1
3;2;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 2;1ª Seccional Campinas;012 DP - Campinas;Campinas;Campinas;1
2;7;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 2;1ª Seccional Campinas;012 DP - Campinas;Campinas;Campinas;1
2;1;ESTUPRO TOTAL;ESTUPRO;Interior;DEINTER 2;1ª Seccional Campinas;013 DP - Campinas;Campinas;Campinas;1
87;81;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 2;1ª Seccional Campinas;013 DP - Campinas;Campinas;Campinas;1
7;16;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 2;1ª Seccional Campinas;013 DP - Campinas;Campinas;Campinas;1
4;4;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 2;1ª Seccional Campinas;013 DP - Campinas;Campinas;Campinas;1
11;16;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 2;1ª Seccional Campinas;013 DP - Campinas;Campinas;Campinas;1
10;12;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 2;1ª Seccional Campinas;013 DP - Campinas;Campinas;Campinas;1
3;1;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 2;1ª Seccional Campinas;013 DP - Campinas;Campinas;Campinas;1
2;;ESTUPRO TOTAL;ESTUPRO;Interior;DEINTER 2;1ª Seccional Campinas;DM - Paulínea;Campinas;Paulínia;1
1;1;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 2;1ª Seccional Campinas;DM - Paulínea;Campinas;Paulínia;1
89;112;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 2;1ª Seccional Campinas;DM - Paulínea;Campinas;Paulínia;1
5;12;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 2;1ª Seccional Campinas;DM - Paulínea;Campinas;Paulínia;1
2;;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Interior;DEINTER 2;1ª Seccional Campinas;DM - Paulínea;Campinas;Paulínia;1
1;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Interior;DEINTER 2;1ª Seccional Campinas;DM - Paulínea;Campinas;Paulínia;1
18;21;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 2;1ª Seccional Campinas;DM - Paulínea;Campinas;Paulínia;1
35;33;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 2;1ª Seccional Campinas;DM - Paulínea;Campinas;Paulínia;1
2;;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Interior;DEINTER 2;1ª Seccional Campinas;DM - Paulínea;Campinas;Paulínia;1
10;7;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 2;1ª Seccional Campinas;DM - Paulínea;Campinas;Paulínia;1
2;1;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;1ª Seccional Campinas;DM - Paulínea;Campinas;Paulínia;1
2;;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 2;1ª Seccional Campinas;DM - Paulínea;Campinas;Paulínia;1
;1;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 2;1ª Seccional Campinas;DM - Paulínea;Campinas;Paulínia;1
1;;ESTUPRO TOTAL;ESTUPRO;Interior;DEINTER 2;1ª Seccional Campinas;001 DP - Valinhos;Campinas;Valinhos;1
2;4;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 2;1ª Seccional Campinas;001 DP - Valinhos;Campinas;Valinhos;1
38;29;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 2;1ª Seccional Campinas;001 DP - Valinhos;Campinas;Valinhos;1
15;5;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 2;1ª Seccional Campinas;001 DP - Valinhos;Campinas;Valinhos;1
;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Interior;DEINTER 2;1ª Seccional Campinas;001 DP - Valinhos;Campinas;Valinhos;1
4;4;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 2;1ª Seccional Campinas;001 DP - Valinhos;Campinas;Valinhos;1
15;21;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 2;1ª Seccional Campinas;001 DP - Valinhos;Campinas;Valinhos;1
7;4;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 2;1ª Seccional Campinas;001 DP - Valinhos;Campinas;Valinhos;1
1;;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 2;1ª Seccional Campinas;001 DP - Valinhos;Campinas;Valinhos;1
50;39;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 2;1ª Seccional Campinas;DM - Valinhos;Campinas;Valinhos;1
8;6;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 2;1ª Seccional Campinas;DM - Valinhos;Campinas;Valinhos;1
6;7;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 2;1ª Seccional Campinas;DM - Valinhos;Campinas;Valinhos;1
14;15;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 2;1ª Seccional Campinas;DM - Valinhos;Campinas;Valinhos;1
5;7;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 2;1ª Seccional Campinas;DM - Valinhos;Campinas;Valinhos;1
1;;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;1ª Seccional Campinas;DM - Valinhos;Campinas;Valinhos;1
;4;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 2;1ª Seccional Campinas;DM - Valinhos;Campinas;Valinhos;1
;3;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 2;1ª Seccional Campinas;DM - Vinhedo;Campinas;Vinhedo;1
48;49;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 2;1ª Seccional Campinas;DM - Vinhedo;Campinas;Vinhedo;1
2;7;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 2;1ª Seccional Campinas;DM - Vinhedo;Campinas;Vinhedo;1
1;;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Interior;DEINTER 2;1ª Seccional Campinas;DM - Vinhedo;Campinas;Vinhedo;1
13;11;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 2;1ª Seccional Campinas;DM - Vinhedo;Campinas;Vinhedo;1
21;18;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 2;1ª Seccional Campinas;DM - Vinhedo;Campinas;Vinhedo;1
7;3;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 2;1ª Seccional Campinas;DM - Vinhedo;Campinas;Vinhedo;1
1;;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 2;1ª Seccional Campinas;DM - Vinhedo;Campinas;Vinhedo;1
1;;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 2;1ª Seccional Campinas;DM - Vinhedo;Campinas;Vinhedo;1
2;2;ESTUPRO TOTAL;ESTUPRO;Interior;DEINTER 2;2ª Seccional Campinas;002 DP - Campinas;Campinas;Campinas;1
3;2;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 2;2ª Seccional Campinas;002 DP - Campinas;Campinas;Campinas;1
114;104;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 2;2ª Seccional Campinas;002 DP - Campinas;Campinas;Campinas;1
18;29;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 2;2ª Seccional Campinas;002 DP - Campinas;Campinas;Campinas;1
;3;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Interior;DEINTER 2;2ª Seccional Campinas;002 DP - Campinas;Campinas;Campinas;1
10;13;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 2;2ª Seccional Campinas;002 DP - Campinas;Campinas;Campinas;1
39;37;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 2;2ª Seccional Campinas;002 DP - Campinas;Campinas;Campinas;1
;3;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Interior;DEINTER 2;2ª Seccional Campinas;002 DP - Campinas;Campinas;Campinas;1
43;28;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 2;2ª Seccional Campinas;002 DP - Campinas;Campinas;Campinas;1
13;10;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 2;2ª Seccional Campinas;002 DP - Campinas;Campinas;Campinas;1
;1;ESTUPRO TOTAL;ESTUPRO;Interior;DEINTER 2;2ª Seccional Campinas;006 DP - Campinas;Campinas;Campinas;1
4;4;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 2;2ª Seccional Campinas;006 DP - Campinas;Campinas;Campinas;1
107;89;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 2;2ª Seccional Campinas;006 DP - Campinas;Campinas;Campinas;1
19;17;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 2;2ª Seccional Campinas;006 DP - Campinas;Campinas;Campinas;1
1;1;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Interior;DEINTER 2;2ª Seccional Campinas;006 DP - Campinas;Campinas;Campinas;1
1;;LATROCÍNIO;LATROCÍNIO;Interior;DEINTER 2;2ª Seccional Campinas;006 DP - Campinas;Campinas;Campinas;1
1;;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Interior;DEINTER 2;2ª Seccional Campinas;006 DP - Campinas;Campinas;Campinas;1
9;17;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 2;2ª Seccional Campinas;006 DP - Campinas;Campinas;Campinas;1
28;22;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 2;2ª Seccional Campinas;006 DP - Campinas;Campinas;Campinas;1
1;1;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Interior;DEINTER 2;2ª Seccional Campinas;006 DP - Campinas;Campinas;Campinas;1
1;;Nº DE VÍTIMAS EM LATROCÍNIO;Nº DE VÍTIMAS EM LATROCÍNIO;Interior;DEINTER 2;2ª Seccional Campinas;006 DP - Campinas;Campinas;Campinas;1
26;48;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 2;2ª Seccional Campinas;006 DP - Campinas;Campinas;Campinas;1
1;;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;2ª Seccional Campinas;006 DP - Campinas;Campinas;Campinas;1
14;10;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 2;2ª Seccional Campinas;006 DP - Campinas;Campinas;Campinas;1
1;;ESTUPRO TOTAL;ESTUPRO;Interior;DEINTER 2;2ª Seccional Campinas;008 DP - Campinas;Campinas;Campinas;1
21;28;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 2;2ª Seccional Campinas;008 DP - Campinas;Campinas;Campinas;1
6;9;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 2;2ª Seccional Campinas;008 DP - Campinas;Campinas;Campinas;1
1;;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Interior;DEINTER 2;2ª Seccional Campinas;008 DP - Campinas;Campinas;Campinas;1
5;3;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 2;2ª Seccional Campinas;008 DP - Campinas;Campinas;Campinas;1
9;16;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 2;2ª Seccional Campinas;008 DP - Campinas;Campinas;Campinas;1
1;;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Interior;DEINTER 2;2ª Seccional Campinas;008 DP - Campinas;Campinas;Campinas;1
13;2;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 2;2ª Seccional Campinas;008 DP - Campinas;Campinas;Campinas;1
6;2;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 2;2ª Seccional Campinas;008 DP - Campinas;Campinas;Campinas;1
1;;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 2;2ª Seccional Campinas;008 DP - Campinas;Campinas;Campinas;1
1;;ESTUPRO TOTAL;ESTUPRO;Interior;DEINTER 2;2ª Seccional Campinas;009 DP - Campinas;Campinas;Campinas;1
3;6;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Interior;DEINTER 2;2ª Seccional Campinas;009 DP - Campinas;Campinas;Campinas;1
100;122;FURTO - OUTROS;FURTO - OUTROS;Interior;DEINTER 2;2ª Seccional Campinas;009 DP - Campinas;Campinas;Campinas;1
15;32;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Interior;DEINTER 2;2ª Seccional Campinas;009 DP - Campinas;Campinas;Campinas;1
3;2;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Interior;DEINTER 2;2ª Seccional Campinas;009 DP - Campinas;Campinas;Campinas;1
15;18;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Interior;DEINTER 2;2ª Seccional Campinas;009 DP - Campinas;Campinas;Campinas;1
55;44;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Interior;DEINTER 2;2ª Seccional Campinas;009 DP - Campinas;Campinas;Campinas;1
3;2;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Interior;DEINTER 2;2ª Seccional Campinas;009 DP - Campinas;Campinas;Campinas;1
71;57;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Interior;DEINTER 2;2ª Seccional Campinas;009 DP - Campinas;Campinas;Campinas;1
11;3;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Interior;DEINTER 2;2ª Seccional Campinas;009 DP - Campinas;Campinas;Campinas;1
24;26;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Interior;DEINTER 2;2ª Seccional Campinas;009 DP - Campinas;Campinas;Campinas;1
2;1;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Interior;DEINTER 2;2ª Seccional Campinas;009 DP - Campinas;Campinas;Campinas;1
